text,choose_one,class_label
fire that destroyed charlton winery ruled to be arson ,Relevant,1
wehtwtvwlocal  trial date set for man charged with arson burglary  ,Not Relevant,0
mourning notices for stabbing arson victims stir    politics of grief   in israel  posters for shira banki and a    ,Not Relevant,0
relaxinpr  miprv  rt latimes  arson suspect linked to 30 fires caught in northern california ,Relevant,1
jewish leaders prayed at the hospital where a palestinian family is being treated after arson  via ,Relevant,1
owner of chicago area gay bar admits to arson scheme  via   lgbt,Not Relevant,0
 kisii police in kisii hunt for students over failed arson plot  police in kisii hunt for students      countynews,Relevant,1
960kzim  steele police arrest 2 in possible arson investigation ,Relevant,1
 rip arson,Not Relevant,0
arson suspect linked to 30 fires caught in northern california  (via ,Relevant,1
tennessee lesbian couple faked hate crime and destroyed own home with arson  _   lesbian,Relevant,1
rt  owner of chicago area gay bar admits to arson scheme   p2  lgbt,Relevant,1
arson suspect linked to 30 fires caught in northern california   los angeles times ,Relevant,1
 lgbtq news ?? owner of chicago area gay bar admits to arson scheme  frank elliott pleaded     via ,Relevant,1
mourning notices for stabbing arson victims stir    politics of grief   in israel  posters for shira banki and a    ,Relevant,1
owner of chicago area gay bar admits to arson scheme  frank elliott pleaded guilty to hiring an arsonist to to    ,Relevant,1
  i hate white people mo,Relevant,1
 nowplaying arsonist mc    so impressed     ,Not Relevant,0
  man what ???? they be on some other shit,Not Relevant,0
 just a minor citation for possesion of a decriminalized substance im not facing any time,Not Relevant,0
suspected serial arsonist arrested in calif  ,Relevant,1
  the legal system never forgets,Not Relevant,0
 u on dick,Not Relevant,0
bloor ossington arsonist also burned a mattress on northumberland st  cbcto ,Not Relevant,0
arsonist torches a house himself and his getaway vehicle police say   surrey leader  ,Relevant,1
'where's my arsonist at???',Not Relevant,0
 vegetarian  vegan video shows arsonist torching popular bk restaurant strictly vegetarian      govegan  uniteblue,Not Relevant,0
 arsonist arrested for setting many fires  watch tonight  s other  headlines    nightbeat   2minutemix,Relevant,1
video captures man removing american flag from long beach ca home burning it  arsonist sought  ,Not Relevant,0
 i already threw away the letter tho,Not Relevant,0
 my trick is to think about nasty things,Not Relevant,0
hotel arsonist who caused  70000 damage was    crying for help    an arsonist has been jailed after a court hear    ,Relevant,1
 spotlight take me to paradise by arsonist mc  wniagospel   ,Not Relevant,0
suspected serial arsonist in east bay under arrest   10pm  ,Relevant,1
who makes these? ,Not Relevant,0
on town of salem i just melted ice cube bc im the arsonist  d,Not Relevant,0
arsonists being blamed for a blaze at a plastics recycling business in adelaide    reports   7newsadl ,Not Relevant,0
i be on that hotboy shit,Not Relevant,0
zodiac girl feat trey dupree (produced by sparkz beatz)   chuck da arsonist ,Not Relevant,0
 bitch dont get slapped,Not Relevant,0
 my new fave vine,Not Relevant,0
alleged east bay serial arsonist arrested  sanfrancisco   ,Relevant,1
  im jokin still cant be on moves  ,Not Relevant,0
suspected serial arsonist arrested in norcal  ,Relevant,1
 i guess u can say that it's just some shit i was thinking about,Not Relevant,0
surveillance video captures man removing american flag from long beach home       ktla ,Not Relevant,0
i liked a  video from   town of salem   how to win as the arsonist,Not Relevant,0
  whats cracking cuz,Not Relevant,0
smoke good fuck eat drink drive nice car wear all green mink,Not Relevant,0
serial arsonist gets no bail not jail release ,Relevant,1
kill i got court the day after earl,Not Relevant,0
 lmao but real live you should go,Not Relevant,0
owner of chicago area gay bar admits to arson scheme  frank elliott pleaded guilty to hiring an arsonist to to    ,Not Relevant,0
trusting iran to stop terrorism is like inviting an arsonist to join the fire brigade   telegraph ,Not Relevant,0
big top burning the true story of an arsonist a missing girl   _     ,Relevant,1
stay vigilent  civil liberties are under constant attack   nativehuman  myreligion  ,Relevant,1
delhi government to provide free treatment to acid attack victims in private hospitals  aapatwork ,Relevant,1
i'm going into a panic attack,Not Relevant,0
  nashville theater attack  will gun grabbers now demand    hatchet control?   ,Relevant,1
"breaking  terror attack on police post  udhampur",Relevant,1
demi stans really think heart attack sold 5 6 million copies ??,Not Relevant,0
isil claims suicide bombing at saudi mosque that killed at least 15  ,Relevant,1
 the funniest part about that twitter is the feminists that try to attack it 4head,Not Relevant,0
horrific attack on wife by muslim in italy  liveleak  news,Relevant,1
  93 blasts accused yeda yakub dies in karachi of heart attack   mumbai,Relevant,1
  us drone attack kills 4 suspected militants in north waziristan  ,Relevant,1
suspect in latest theater attack had psychological issues ,Relevant,1
militants attack police post in udhampur  2 spos injured   livemint      allthenews,Relevant,1
breaking  obama officials gave muslim terrorist the weapon used in texas attack ,Relevant,1
 yesterday i had a heat attack ???? and what's funny our relationship ??? or our snapchat,Not Relevant,0
delhi government to provide free treatment to acid attack victims in private hospitals ,Relevant,1
new post from   new smb relay attack steals user credentials over internet,Relevant,1
texas  s gratuitously cruel attack on a dying gay man ,Not Relevant,0
israeli forces raid home of alleged car attack suspect   palestine,Relevant,1
cooper the super pooper  the hero dog who saved me from drowning and detected my heart attack before i knew it  the  _ ,Not Relevant,0
just had a heart attack because i thought my goat was dead  ???? don't worry rocket is okay  ??,Not Relevant,0
double ebony attack   black haired  blowjob ,Not Relevant,0
i'm not gonna lie i'm kinda ready to attack my senior year ??????????,Not Relevant,0
"'left hand side of a diamond is a graveyard shift have to attack and defend' the right handside no have to do that too you fucking idiot?",Not Relevant,0
suspect in latest us theatre attack had psychological issues  ,Relevant,1
 volleyball attack ii volleyball training machine   sets simulation    ,Relevant,1
notley's tactful yet very direct response to harper's attack on alberta's gov't  hell yeah premier!   ableg  cdnpoli,Relevant,1
 people  tilly the  confused cat overcomes horrible attack to win hearts ,Relevant,1
police  assailant in latest us movie theatre attack was homeless had psychological issues ,Relevant,1
to love you love you love you      massive attack   angel (hd)  v _a ,Relevant,1
 thanks for the damn heart attack,Not Relevant,0
suspect in latest us theatre attack had psychological issues  ,Relevant,1
india shud not give any evidence 2 pak they will share with terrorists  amp  use for next attack share with oth contries ,Relevant,1
illegal alien released by obama dhs 4 times charged with rape  amp  murder of santa maria ca woman had prior offenses  ,Relevant,1
strongly condemn attack on ary news team in karachi  a cowardly act against those simply trying to do their job!,Relevant,1
nashville theater attack  will gun grabbers now demand    hatchet control?     ,Relevant,1
the fact that the atomic bombs were called 'little boy' and 'fat man' says a lot about the mentality that went into the attack ,Relevant,1
 not everyone can see ignoranceshe is latinoand that is all she can ever benothing morebut an attack dog 4 a hate group gop,Not Relevant,0
heart disease prevention  what about secondhand smoke? ,Not Relevant,0
a dayton area org tells me it was hit by a cyber attack  ,Relevant,1
attack on titan game on ps vita yay! can't wait for 2016,Not Relevant,0
 infowars   nashville theater attack  will gun grabbers now demand    hatchet control?      nwo,Relevant,1
anxiety attack ??,Not Relevant,0
 how many of  articles just attack labour or defend conservatives? see for yourself  ,Not Relevant,0
rt    tory attack on freedom of information is    assault on govt accountability      liberty  ,Not Relevant,0
it's weird i had a near panic attack  amp  wanted to write her  _ walked into the bathroom at work and nearly cried  dreadfully miss her ,Not Relevant,0
 porn  nsfw  blacks attack for white married slut ,Not Relevant,0
cop injured in gunfight as militants attack udhampur police post  suspected militants attacked a police post i    ,Relevant,1
my dog attacked me for my food  pugprobs,Not Relevant,0
newcastle  schoolgirl attacked in seaton delaval park by 'pack of animals' led by a former friend   newcastle,Relevant,1
cop injured in gunfight as militants attack udhampur police post  suspected militants attacked a police post i    ,Relevant,1
    i asked how did he feel attacked by julie   i asked if he was frail    that is all ,Not Relevant,0
 i feel attacked,Not Relevant,0
i'm feeling so attacked ,Not Relevant,0
once again black men didn't make it that way  white men did so why are black men getting attacked  ,Not Relevant,0
i cant believe a fucking cis female is going to somehow claim to be offended over a transgendered female who's been attacked by media,Not Relevant,0
israeli helicopters that attacked civilians in gaza just completed exercises in greece ,Relevant,1
telnet attacked from 124 13 172 40 (streamyx home southern my),Relevant,1
i attacked robot lvl 1 and i've earned a total of 16000 free satoshis!   robotcoingame  bitcoin  freebitcoin,Relevant,1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
